,text,target
75,artikel sekolah sebut ptm gus suratno tegas sma negeri gondang terap bijak ajar tatap muka ptm sekolah tatap muka,Negatives
76,artikel sekolah sebut ptm suratno tegas sma negeri gondang terap bijak ajar tatap muka ptm sekolah tatap muka,Negatives
77,gais mending lanjut tidur apa aku sekolah sih pagi mana tatap muka,Negatives
78,sekolah tatap muka saat cepat jumlah screening daerah jauh kata ideal,Negatives
79,maless sebenernya kakk huhuu terimakasih banyaak moga beneran tatap muka full satu sekolah tatap muka biar seru aamiin,Negatives
80,hari aku sekolah tatap muka maless,Negatives
81,besok sekolah tatap muka malas sekali,Negatives
82,selasa dah sekolah tatap muka aku gapunya temen help padahal udah mau naik kelas,Negatives
83,duh sekolah tetap paksa kbm tatap muka,Negatives
84,sekolah ndadak mode offline tatap muka kedandappan dong penjaitnya dikroyok ibu buat sragam anak,Negatives
85,gue baru inget kalo besok senin besok sekolah tatap muka,Negatives
86,masa habis libur sekolah nya langsung tatap muka semua tpi males,Negatives
87,mau nang kek mau mewek kek bodo mudik gak sekolah tatap muka gak bole promosi nonton bioskop,Negatives
88,semangatin gue besok kbm tatap muka sekolah ajar pertama mtk wajib alias gue ngerti apa apa ajg,Negatives
89,terlalu gegabah sangat riskan sekali saat ada sekolah kuliah tatap muka,Negatives
90,yah aku mulai besok sekolah tatap muka,Negatives
91,besok gue sekolah tatap muka jiakhh,Negatives
92,hadeh besok dah sekolah tatap muka aja,Negatives
93,nyit nyiapin protokol anak sekolah mau mulai tatap muka ngelu kan maen syap syap antar jemput pak anak,Negatives
94,sekolah gue jadi bahan uji coba tatap muka mls bgt dhh,Negatives
95,bsk sekolah tatap muka asw,Negatives
96,iya gemes sih sebenernya gemes ken motong rambut kalo udah kuncir biasa udah gondrong kalo pandemi sekolah tatap muka udah jadi korban razia rambut sama guru,Negatives
97,sekolah sekolah udh mulai tatap muka nih bntr kuliah tatap muka aduh sumpah siap online aja jadwal ajar sama peaktikum nya udh padet bgt offline kaya hidup bakal kampus kos kampus kos,Negatives
98,aku ken tatap muka takut paling bodoh sekolah,Negatives
99,kaan kaan ortu maksa sekolah tatap muka mana kok komen,Negatives
100,ngsh tau bapa negara bhwa juli mulai msuk sekolah tatap muka awal iya sok iya sok aja ujung tbtba awas jgn stres jaga hati utama abang suka liat berita kalo guru selingkuh kepsek lah guru olhrga lah hmm kola aja bom udh bawelin ajj,Negatives
101,plis gue siap kalo mulai besok sekolah udah tatap muka,Negatives
102,galo ketika besok anak bisa masuk sekolah tatap muka ndak mau motong rambut anak gondrong nya sayang banget,Negatives
103,bantu jawab sekolah tatap muka skrg awas nya beberapa tempat lebih jaga proto,Negatives
104,sanggup bayang ancam depan mudik lebaran mulai sekolah tatap muka apa alas,Negatives
105,buat orang tua tentang sekolah buka takut anak anak kena covid konsisten jangan seko,Negatives
106,bantu jawab sekolah tatap muka skrg awas nya beberapa tempat lebih jaga proto,Negatives
107,bantu jawab sekolah tatap muka skrg awas nya beberapa tempat lebih jaga proto,Negatives
108,,Negatives
109,sanggup bayang ancam depan mudik lebaran mulai sekolah tatap muka apa alas,Negatives
110,kok sekolah tatap muka pas puasa anjg,Negatives
111,kok sangsi sekolah mau tatap muka kemaren aja liat pulang sekolah pake masker,Negatives
112,wah semua sekolah boleh mulai kelas tatap muka langsung indonesia kasus sangat tinggi moga pandemi segera selesai anak anak boleh kembali sekolah tenang bahagia,Negatives
113,buat orang tua tentang sekolah buka takut anak anak kena covid konsisten jangan seko,Negatives
114,kalo aku sih bangett waktu kelas sekolah offline dulu jidat beruntus semua full iseng iseng waktu pandemi ajar skincare awal awam aku asal beli night cream sama toner pake toner ilang dong jadi mulus kinclong,Negatives
115,kalo kelas offline since gue kenal deket sama seluruh staf jurus fakultas absen udh bawah minimal pake cara ninja ngopi soal tugas biasa tugas besar studio uts uas alhamdulillah sih gapernah miss emg males masuk kelas pagi bgt,Negatives
116,tau moga pas naik kelas aja tkutnya suruh pas offline,Negatives
117,kalian takut gak sih pas masuk kuliah offline kaget soal udah biasa suasana kelas online,Negatives
118,apasii gajelas bgt anjngg nama anak kelas ngerasain sekolah offline aja bom bacotin segi,Negatives
119,soal nih betul aku sdg alami salah satu oknum ngehasut temen kelas buat jauhin aku wkwkw jadi kek arghh males mau offline ketemu setann semua isi,Negatives
120,bener banget smt pertama kali offline dapet kelas lantai atas mulu bawa icd bisa lebih rasa definisi wkwk,Negatives
121,tai bgt hri kelas offline kampus anjir tinggal byk bgt hybe sabar dong,Negatives
122,bayang kalo kelas offline,Negatives
123,gue baru inget kelas bakal uprak males bgt gila mending uprak online offline,Negatives
124,kelas offline jam baru bangun jam,Negatives
125,aku kelas praktek offline itu wajib soal kan ada tuju ortu terus kalau rumah jauh dikumpulin satu grup aku gatau sih solusi mereka gimana tanya aja kak cuman jangan cecer terus,Negatives
126,debat aja terus kelas online kelas offline penting saya sidang online wisuda offline hehe,Negatives
127,kalo prodi gua sih kayak sama aja deh nder deadlinenya sama cuma beda pas offline lebih kerepot karna kelas kelar sore jam trs waktu transport jam kalo macet istirahat nafas rumah jadi begadang kalo skrg kan santuy tuh,Negatives
128,kelas online gin telat menit bisa acc room zoom gatau kalo offline dah usir kali,Negatives
129,sukaa semenjak daring soal kalo offline aku tidur awal kelas kipas pas jam ajar dinyalain semua gimana gak ngantuk coba coba waktu kls,Negatives
130,makin malas sekolhh tatap muka krna penyemngatnya beda kelas,Negatives
131,mau cerita ngeri kalo sekolah buka jadi minggu mama guru uda mulai tatap muka sama murid cuma buat uji kelas jadi masuk kelas bagi jadi kelas kelas isi cuma jam,Negatives
132,cek kelas deh kabar offline aku takut bgt pas masuk sekolah jadi goblok,Negatives
133,nyata sekolah udah mulai offline sekarang mungkin habis kuliah offline padahal aku udah nyaman kuliah online,Negatives
134,takut hilang mahasiswa sampe bela bain kuliah offline padahal tangan pandemi aja blm becus kayak mau tanggung jawab aja kalo tinggal krn covid,Negatives
135,oke saat bikin janji kalo kuliah offline beli ngombe cuma kali minggu,Negatives
136,tidaak kuliah offline cuma hari minggu hahaha,Negatives
137,siap kuliah offline glowing soal,Negatives
138,liat berita covid makin aja ragu kuliah offline,Negatives
139,tuh bisa colong warga negara india masuk gua buka apa gua udh bosen online kayak gua sayang bayar kuliah gua mah offline biar gua banyak alam bukan rumah begini arghh aja heran bisa tahan bandara suruh balik,Negatives
140,gasiap kuliah offline,Negatives
141,kangen kuliah offline dlu,Negatives
142,kok rada takut klo kuliah offline huehuehue,Negatives
143,mls kuliah offline hrus makeup tambah,Negatives
144,siap kuliah offline udah nyaman online soal,Negatives
145,mampus kuliah offline,Negatives
146,mahasiswa kapan kuliah offline prodi form kuliah praktikum luring mahasiswa panik,Negatives
147,usah kuliah offline woii udh nyaman ama ctrl,Negatives
148,takut kuliah offline karna,Negatives
149,sekolah offline,Negatives
150,astaghfirullah sekolah offline,Negatives
151,btw hari gue sekolah offline pliss,Negatives
152,males bgt sekolah offline,Negatives
153,allah siap sekolah offline takut sering telat kek smp anjr paling gasik sampe seko jam,Negatives
154,aku abis sekolah offline huhu,Negatives
155,gue ken masuk offline tuh dulu karna beneran kangen sekolah skrg udah biasa daring lebih enak jdi males offline jadinyaa,Negatives
156,kontra corona banyak klo sekolah offline takut tingkat ngorbanin nyawa orang lebih banyak,Negatives
157,mls sekolah offline astagfirullah,Negatives
158,males bgt puasa gin kuliah offline,Negatives
159,moga kuliah nya offline aamiin online lebih gapapa,Negatives
160,mau kuliah offline dulu ipk bagus gantung google yutub,Negatives
161,benar kering uang aku semenjak kuliah offline,Negatives
162,mau mlg aja gamau kuliah offline,Negatives
163,kulon aja impression aku aja dah buruk gimana kalo dah kuliah offline yah bully kali aku,Negatives
164,puasa ngedrop mana bsk kuliah offline,Negatives
165,besok sekolah offline males,Negatives
166,anjir tanggal gue sekolah offline,Negatives
167,masa bulan udah sekolah offline benrr ajadongg,Negatives
168,gabutt scroll tiktok brain uji tugas makalah tanding sekolah offline galau kuliah les les les les,Negatives
169,males banget sekolah offline,Negatives
170,berisik sumpah berisik absen aja perlu menit ampe nelpon wali kelas segala ribet makin kesini makin ken sekolah offline waktu ajar cuma buat marah kaga ajar,Negatives
171,besok gwe sekolah offline males bgt,Negatives
172,mager sekolah offline,Negatives
173,besok gue masuk sekolah offline nsxhisndkxiasksh takot,Negatives
174,yaampun denger juli sekolah udh tatap muka pas denger kabar kalau wna bondong bondong indonesia jadi kesel knp kesel karna udh muak sekolah online woey pihak tanggung jawab tegas wnanya,Negatives
175,masa uda mau list ortu tuju tatap muka sekolah,Negatives
176,besok sekolah tatap muka moga gak tidur aja,Negatives
177,sekolah guasa tatap muka dulu cape rumah ajg gegara copid,Negatives
178,yang hormat perintah cinta klarifikasi kena larang mudik larang tatap muka sekolah hal yang bentuk ramai tetap boleh mohon banget simpang siur juga masyarakat tidak pikir negatif,Negatives
179,waspada second wave mutasi virus justru luar negeri sudah lebih longgar duluan indonesia tetap patuh prokes tunda tatap muka sekolah hingga awal tahun depan bahkan gila beberapa kampus kirim mahasiswamya ajar,Negatives
180,prinsip depan mau sekolah gak tatap muka,Negatives
181,lalu sbg orang tua panas akhir ngambil putus riskan bgt buat tatap muka awal sekolah tempat paling sulit kontrol ini taman kanak kanak,Negatives
182,susah bgt balik zona hijau mentok zona kuning balik merah bayangin tuh pihak sekolah read aku pribadi gak mau ambil resiko jgn krna lihat sekolah paksa buat tatap muka entah sembunyi gak pake seragam segala macem,Negatives
183,beberapa kali org tua usul sekolah tatap muka padahal jelas blm izin perintah tempat daerah syarat tatap muka guru sudah vaksin semua kita baru bagi jadwal bulan depan daerah sekolah selalu zona merah cont,Negatives
184,bsk sekolah tatap muka mapel buat bsk tugas cuma lebih blm aku kerjain mampuss,Negatives
185,makin malas sekolah tatap muka karna karna semangat nya beda sekolah,Negatives
186,apa besok sekolah tatap muka kamiss yaallah dada bngt,Negatives
187,aduh smap udah mau tatap muka offline bntr sekolah gue,Negatives
188,frend aku frustasi sekolah lanjut tatap muka,Negatives
189,harraahh trus yok opo panik sekolah tatap muka sini,Negatives
190,anj lupa besok masuk sekolah tatap muka,Negatives
191,anjrottie tiba suruh ajar tatap muka sekolah mana tugas numpuk,Negatives
192,males bgt sekolah tatap muka,Negatives
193,sekolah tatap muka aja kena lockdown,Negatives
194,ini bro gak jadi sekolah tatap muka,Negatives
195,emosi antisipasi kait siap seleksi laku daerah sambut uji coba sekolah tatap muka muncul emosi trust percaya banyak cuit isi cuit dukung rencana uji coba ajar tatap muka batas,Negatives
196,kek masuk sekolah tatap muka sebentar tpi tugas blm selesai semua,Negatives
197,gilir mau tatap muka begini berita padahal gak siswa ajar tempat wisata mall karaoke pub buka gak berita ginian ratus karyawaan mall cafe tempat wisata karaoke positip covid bagi tinggal dunia negeri aneh sekolah aja,Negatives
198,pro jujur gue suka kelas online gue perlu ketemu orang gue ajar sendiri gue perlu kesel orang tunjuk sekolah offline gue dapet nilai lebih banyak guru aktif ngasih tanya jawab batas materi tugas,Negatives
199,sch gais kelas kalian udh sekolah offline emg sekolah barusan ngumumin mau mulai offline senin besok kok tiba banget,Negatives
200,askrl gais kelas kalian udh sekolah offline emg sekolah barusan ngumumin mau mulai offline senin besok kok tiba banget,Negatives
201,tau aku inten lebih mahal buat kondisi pandemi kayak gin kayak lebih worth deh gantung nya sih krn aku ngambil kelas offline kalo anak mager kyk aku aku saranin inten krn inten nge wajib buat bikin bahas,Negatives
202,selasa dah sekolah tatap muka aku gapunya temen help padahal udah mau naik kelas,Negatives
203,yakin mau kuliah negara iya gampang sih masuk lulus hidup mati uji online aja begini nilai offline ckckck,Negatives
204,bener uda ambil kunci garek metu lho isoke ganti klambi siapa plis bantu keluar habit buruk gasiap kuliah offline lek ngene carae,Negatives
205,bangun tidur ditanyain sarap takut makin manja gimana kalo jadi kuliah offline,Negatives
206,yaallah please jgn dulu kuliah offline sampe sidang kompre,Negatives
207,anjir bokap maksa kuliah offline nyokap bilang september aja bodo gak udah ngisi,Negatives
208,gilee kuliah offline mulai mei osce offline dong bgt skill lab onlen osce offline,Negatives
209,minggu depan kuliah offline,Negatives
210,pertama kali kuliah offline allah niat mau cari ilmu malah insecure,Negatives
211,ken banget kuliah offline ken banget kuliah offline,Negatives
212,lebih baik kabur tangerang selatan drpd kuliah offline,Negatives
213,pliss gmau kuliah offline gasiap ketemu sama temen baru,Negatives
214,kok gue takut kuliah offline takut aja gitu tolol nya liat,Negatives
215,kangen dikit kuliah offline gue gak kangen kalo mau uji soal stress banget anjg,Negatives
216,pikir ntar kalo udah kuliah offline bakal capek kereta sidoarjo lidah wetan,Negatives
217,anjing kuliah offline nyata tahun lalu,Negatives
218,kuliah offline aja dah gin,Negatives
219,kalo misal kuliah offline siapa bakal nerusin warung payu,Negatives
220,ken kuliah offline mager tugas malah makin banyak kuliah online rasa anggur masuk surga aja emang udah paling debest,Negatives
221,kok aku tida siap kuliah offline ahahaha,Negatives
222,kuliah offline perkoraan bentar takut gua mulai muncul,Negatives
223,kambek pas aku jadi maba kuliah offline pls,Negatives
224,kadang mikir males kuliah offline,Negatives
225,gaenak bngt senin udh sekolah offline,Negatives
226,senin udah masuk sekolah offline,Negatives
227,huhu senin udah sekolah offline kalian gimana,Negatives
228,yaallah males banget selasa udah sekolah offline,Negatives
229,makin mager sekolah offline wkakaka,Negatives
230,plis anjg gue sedih bgt sekolah offline gabakalan ketemu aksgajsg fak,Negatives
231,halah percuma sekolah offline kasi duit jajan,Negatives
232,sch guys minta semangat aku mau sekolah offline belum siap makasih banyak,Negatives
233,besok sekolah offline,Negatives
234,bulan depan sekolah offline nanggung bet elah bapak guru semester depan aja,Negatives
235,diizinin sekolah offline another happiness for wakakakakak,Negatives
236,males sekolah offline bolos gas,Negatives
237,sekolah offline kuontoll,Negatives
238,gbsa hrus tidur bgimna alias pagi sekolah offline,Negatives
239,gue gasiap pat offline anjrit sekolah gue udh pat offline say,Negatives
240,lagi sekarang mah sekolah online sekolah offline aja dulu sampe les krn gak nyantol sama jelas guru mamak mau ngajarin anak pasti keburu adu bacot duluan sih alam ngajarin sepupu sendiri malah lebih banyak adu bacot urat drpd,Negatives
241,besok sekolah offline,Negatives
242,masa sih tuju bener sekolah gue gaada tuju hshahhsaah rem sih mau offline,Negatives
243,allah baru inget besok jadwal sekolah offline,Negatives
244,besok sekolah offline males bgtt,Negatives
245,aku tuh gamau sekolah offline karna kalo online leboh produktif,Negatives
246,bisa uji sekolah offline,Negatives
247,padahal besok sekolah offline anjrit,Negatives
248,aih males banget besok sekolah offline,Negatives
249,allah gue mingdep uji offline alias sekolah anjg,Negatives
250,capek bgt sekolah offline,Negatives
251,kok enak banget gue malah sekolah offline,Negatives
252,besok sekolah offline males bat mandi pagi anjrit siapa sih suka mandi pagi,Negatives
253,adh selasa gue sekolah offline,Negatives
254,males banget minggu depan sekolah offline,Negatives
255,hari sekolah offline,Negatives
256,bener bgt blm ngerasain sekolah offline jadi dkt sama temen kelas but ikut osis nah osis sering bgt rapat ngadain acara offline jadi lumayan kenal sama tmn osis awal kenal oke oke baru bener bener kaget nyata rata rata mreka face,Negatives
257,klo sekolah offline liat orgnya hati uda ngedumel gajelas,Negatives
258,semenjak sekolah offline jadi males takut buka,Negatives
259,takut banget klo misal semester depan beneran sekolah offline bukan gmn masalah ngomong kalimat pak sariroti bata kyk maling,Negatives
260,bisa nyokap gue nanya dulu adek gue udah sekolah offline kamu mau sekolah gak besok adek also adek gue lah aku mau rebah aja rumah sekolah online gue like sekolah aja dek kakak besok sks anjir brisik kamu kan,Negatives
261,huufft cape bgt sekolah offline blm beres,Negatives
262,sekolah offline pas puasa kaya cacing panas,Negatives
263,aku takut mau sekolah offline,Negatives
264,ken tidur jam masuk sekolah offline takut gbsa bangun lgi,Negatives
265,besok aku sekolah offline,Negatives
266,sekolah offline bikin males bgt plis,Negatives
267,sekolah offline lgi pulang siang hua,Negatives
268,gasiap klo sekolah offline gapunya temen,Negatives
269,hari sekolah offline deg deg banget malu takut,Negatives
270,hua sekolah offline hari,Negatives
271,hadeh besok sekolah offline,Negatives
272,besok gue sekolah offline males banget,Negatives
273,besok sekolah offline,Negatives
274,nang besok sekolah offline,Negatives
275,senin sekolah gua mulai tatap muka anj paham apaapa,Negatives
276,aku sekolah offline,Negatives
277,sekolah offline bikin cape bgt,Negatives
278,gue hari sekolah offline kepala gue pusing gmn,Negatives
279,duh sekolah offline,Negatives
280,bsk sekolah offline hari kdu swab anj,Negatives
281,sekolah offline pulak,Negatives
282,aku malah udah sekolah offline,Negatives
283,besok gue sekolah offline males bgt,Negatives
284,gausah ingetin karna besok gue sekolah offline,Negatives
285,gabisa bayangin udh pas puasa gin jam tidur beranta trs sekolah offline,Negatives
286,aku besok sekolah offline,Negatives
287,besok beneran sekolah offline dong,Negatives
288,besok udah sekolah offline,Negatives
289,what anjir gue sekolah tatap muka,Negatives
290,gue besok senin udah sekolah tatap muka sebel,Negatives
291,awas gelombang dua perintah ada masalah apa sii gimana mau buka sekolah tatap muka klo gin indonesia blm selesai gelombang pertama lndia sedang gelombang,Negatives
292,moga juli bsk gajadi sekolah offline aamiin,Negatives
293,takut bgt anj kuliah offline aneh bgt tbtb kelas kiri kanan orang biasa kan kiri kanan kasur lemari,Negatives
294,aja kelas ngerti apa apa pdahal offline thn,Negatives
295,untung kelas online klo offline sanggup nahan malu pas kelas,Negatives
296,hduh simulasi tatap muka nieh kelas,Negatives
297,jawab aku tambah bingung jelas gamungkin banget kalau kelas ajar tatap muka buat apa giat apa proof gform nyata tuju wali gaada pilih kelas,Negatives
298,gue udah enek banget kuliah online pinter kaga ada lama dapet sakit tulang plis lahh jangan aneh aneh dulu gue udah gasabar juni kuliah offline,Negatives
299,heran kemaren ngerengek minta kuliah offline sekarang gilir udah mau offline bilang udah nyaman kulia,Negatives
300,heran kemaren ngerengek minta kuliah offline sekarang gilir udah mau offline bilang udah nyaman kuliah online kaya tuhan canda deh,Negatives
301,siap kuliah offline,Negatives
302,bayang klo kuliah offline aku gila apaa ayo online aja sem depan,Negatives
303,bener bosen bgt kuliah offline kaya gin,Negatives
304,online karna dri awal masuk kuliah udh onlen jdi klo tbtb offline takut aja orang udh punya circle notabennya anak rantau lebih takut punya temen,Negatives
305,kalo online ngerjain tugas nya bisa kalo offline ntar tahu bisa huhu tpi gimna kan kalo pikir kayak gitu nya maju ntar jadi kuliah offline biar tauu gimn,Negatives
306,beda banget kuliah offline tubuh aku lebih capek bolak balik lab terus makan ngga atur waktu istirahat nya ngga cukup ngantri akhir makan hari sekali waktu pulang malam aja online lebih fleksibel tugas banyak jujur enak online,Negatives
307,udah nyaman malang jadi males kuliah offline jogja masa,Negatives
308,yaallah mas dendam bgt abis liat jadwal kuliah minggu bsok ttp masuk matkul offline kyk gada rasa manusia bgt,Negatives
309,lawak bgt boleh kuliah offline punya ktp bandung doang,Negatives
310,rasa nya gue bnrbnr gamau offline misal kuliah bulan juli nnti bnrn offline pgn dirmh aja mak guee,Negatives
311,sangat nanti kuliah offline,Negatives
312,beneran mager kuliah offline mana ujan gin mending tidur,Negatives
313,entah skrg sibuk nya organisasi kuliah online sering kampus buat rapat macam jadi asa kuliah offline,Negatives
314,iya aku tau aku ngampus sana paksa offline balik kampus masuk kuliah objek teliti beda kota angkat,Negatives
315,kuliah offline huhu,Negatives
316,siap kuliah offline,Negatives
317,gak sih engga usah kuliah gua mau cari duit aja jujur capee baru semester online kalo offline apa stress gua,Negatives
318,cape bgt badan sakit semwaa gmn klo sekolah offline nnti,Negatives
319,sedi banget senin pagi ikut streaming gara sekolah offline,Negatives
320,kok orang ken sekolah offline,Negatives
321,males banget sekolah offline,Negatives
322,males bngt sekolah offline,Negatives
323,senin masuk sekolah offline,Negatives
324,cokk males sekolah offline akuu males ketemu uwongg,Negatives
325,uji sekolah offline gila,Negatives
326,serius mah sekarang males masuk sekolah offline padahal dulu pgn banget haha,Negatives
