label,id,waktu,text
RELEVANT,1.38E+18,Sun Apr 18 11:53:31 +0000 2021,sekolah gue jadi bahan uji percobaan tatap muka・・・・・・・・・・・ｻmls bgt dhhhh
RELEVANT,1.38E+18,Sun Apr 18 11:53:30 +0000 2021,bsk sekolah tatap muka lg asw
RELEVANT,1.38E+18,Sun Apr 18 11:43:27 +0000 2021,"Iya gw juga gemes sih sebenernya, gemes pengen motong rambutnya. Kalo udah bisa dikuncir biasanya udah gondrong, kalo ga lagi pandemi dan sekolah tatap muka, pasti udah jadi korban razia rambut sama guru bp"
RELEVANT,1.38E+18,Sun Apr 18 11:42:40 +0000 2021,Sekolah sekolah udh pd mulai tatap muka nih bntr lagi kuliah juga tatap muka ya aduh sumpah belum siap . Online aja jadwal belajar sama peaktikum nya udh padet bgt. apalagi offline ・・・ｭ kayanya hidup ku bakalan kampus kos kampus kos ・・・ｭ
RELEVANT,1.38E+18,Sun Apr 18 10:23:21 +0000 2021,"@loquaciousbbh_ aku ga pengen tatap muka, takut paling bodoh di sekolah ・・・ｭ・・・・"
RELEVANT,1.38E+18,Sun Apr 18 09:26:19 +0000 2021,@e100ss kaaaan.... kaaaan.... ini ortu yg maksa sekolah tatap muka pada ke mana kok ga komen?
RELEVANT,1.38E+18,Sun Apr 18 08:51:13 +0000 2021,"Ngsh tau bapa negara bhwa juli mulai msuk sekolah tatap muka.
Awalnya iya sok iya sok aja, di ujung tbtba, ""awas jgn stres. Jaga hati terutama. Abang suka liat d berita kalo guru selingkuh sm kepsek lah sm guru olhrga lah""

Hmmm sekola aja belom udh d bawelin ajj :))"
RELEVANT,1.38E+18,Sun Apr 18 05:56:49 +0000 2021,plis gue ga siap kalo mulai besok sekolah udah tatap muka
RELEVANT,1.38E+18,Sun Apr 18 05:11:49 +0000 2021,"Galo itu ketika besok anak2 sudah bisa masuk sekolah tatap muka, tapi ndak mau motong rambut anak yg lagi gondrong2nya ・・・・ sayang banget."
RELEVANT,1.38E+18,Sun Apr 18 04:12:54 +0000 2021,"RT @kangcilok: @BakmiGarasi @dr_koko28 Boleh bantu jawab,

Sekolah tatap muka yg skrg pengawasan nya di beberapa tempat lebih terjaga proto・ｦ"
RELEVANT,1.38E+18,Sun Apr 18 03:47:16 +0000 2021,"RT @kiki_amalia: @ProfesorZubairi ga sanggup membayangkan ancaman kita di depan. mudik lebaran dan mulai sekolah tatap muka.
demi apa? alas・ｦ"
RELEVANT,1.38E+18,Sun Apr 18 03:25:42 +0000 2021,"RT @ikramarki: tolong buat orang tua yang menentang sekolah dibuka karena takut anak-anaknya akan kena covid, yang konsisten. 

jangan seko・ｦ"
RELEVANT,1.38E+18,Sun Apr 18 02:55:37 +0000 2021,"RT @kangcilok: @BakmiGarasi @dr_koko28 Boleh bantu jawab,

Sekolah tatap muka yg skrg pengawasan nya di beberapa tempat lebih terjaga proto・ｦ"
RELEVANT,1.38E+18,Sun Apr 18 02:50:03 +0000 2021,"RT @kangcilok: @BakmiGarasi @dr_koko28 Boleh bantu jawab,

Sekolah tatap muka yg skrg pengawasan nya di beberapa tempat lebih terjaga proto・ｦ"
RELEVANT,1.38E+18,Sun Apr 18 02:44:54 +0000 2021,RT @ipoksamidub: @yusufgunawan @agung_joko @xmxlrfn @bogipratomo @cak_sugenk @didikharianto13 @ArnandoFernando @aiyu_asayaka @yuwonooktav @・ｦ
RELEVANT,1.38E+18,Sun Apr 18 02:25:17 +0000 2021,"RT @kiki_amalia: @ProfesorZubairi ga sanggup membayangkan ancaman kita di depan. mudik lebaran dan mulai sekolah tatap muka.
demi apa? alas・ｦ"
RELEVANT,1.38E+18,Sun Apr 18 02:19:29 +0000 2021,kok sekolah tatap muka pas puasa si anjg・・・・・・・・
RELEVANT,1.38E+18,Sun Apr 18 01:13:20 +0000 2021,Kok sangsi ya sekolah mau ada tatap muka. Kemaren aja liat pulang sekolah ga pada pake masker.
RELEVANT,1.38E+18,Sun Apr 18 01:06:09 +0000 2021,"@501Awani @PsycNora Wah, apakah semua sekolah sudah dibolehkan memulai kelas tatap muka langsung? Di Indonesia, belum boleh karena kasus masih sangat tinggi. Semoga pandemi ini segera selesai dan anak-anak boleh kembali sekolah dengan tenang dan bahagia."
RELEVANT,1.38E+18,Sun Apr 18 01:05:01 +0000 2021,"RT @ikramarki: tolong buat orang tua yang menentang sekolah dibuka karena takut anak-anaknya akan kena covid, yang konsisten. 

jangan seko・ｦ"
RELEVANT,1.39E+18,Wed Apr 21 22:34:58 +0000 2021,"@ohmybeautybank kalo aku sih BANGETTT, waktu kelas 8 sekolah offline dulu jidatku beruntusan semua full・E・E・Eｩ iseng iseng waktu pandemi belajar skincare awal masih awam aku asal beli night cream sama toner, pake toner ilang dong jadi mulus kinclong"
RELEVANT,1.38E+18,Wed Apr 21 22:03:28 +0000 2021,"Kalo kelas offline juga, since gue kenal deket sama seluruh staf jurusan dan fakultas, kl absen udh dibawah minimal ya pake cara ninja: ngopi ・E・E･ｲ tapi kl soal tugas biasa, tugas besar, studio, sm UTS/UAS alhamdulillah sih gapernah miss. Emg males masuk kelas apalagi pagi2 bgt.."
RELEVANT,1.38E+18,Wed Apr 21 22:01:10 +0000 2021,"@schfess belum tau, semoga pas naik kelas 12 aja, tkutnya disuruh PAS offline・E・E・Eｭ"
RELEVANT,1.38E+18,Wed Apr 21 20:23:52 +0000 2021,[cm] kalian takut gak sih nanti pas masuk kuliah offline kaget soalnya udah terbiasa dengan suasana kelas online・E・E・Eｭ
RELEVANT,1.38E+18,Wed Apr 21 12:10:25 +0000 2021,RT @aphphrrodite: @xxvvcyli APASIIII gajelas bgt anjngg namanya juga anak kelas 1 sd yg ngerasain sekolah offline aja belom lu bacotin segi・Eｦ
RELEVANT,1.38E+18,Wed Apr 21 07:23:43 +0000 2021,"@ackermanzuu soalnya nih kebetulan aku sdg mengalami ada salah satu oknum ngehasut temen kelas buat pada jauhin aku wkwkw, jadi kek arghh males mau offline ketemu setann semua isinya"
RELEVANT,1.38E+18,Wed Apr 21 07:17:58 +0000 2021,"@blondebluray @collegemenfess Bener banget. Smt 2 pertama kali offline, dapet kelas lantai atas mulu dan bawa icd yang bisa 5kg lebih rasanya nggak terdefinisi wkwk"
RELEVANT,1.38E+18,Wed Apr 21 06:58:22 +0000 2021,tai bgt hri ini kelas offline ke kampus anjir ketinggalan byk bgt hybe sabar dong
RELEVANT,1.38E+18,Wed Apr 21 14:19:00 +0000 2021,Ga kebayang kalo kelas offline
RELEVANT,1.38E+18,Wed Apr 21 07:52:39 +0000 2021,"gue baru inget nanti kelas 9 bakal ada uprak ・E・Eｺ males bgt gila, mending uprak online daripada offline ・E・E､｡・E・E､｡"
RELEVANT,1.38E+18,Wed Apr 21 07:51:25 +0000 2021,@hwonechae daripada kelas offline jam 7.30 baru bangun jam 7.47・E・E・E・E・E・E・E・E・E・E・E・E・E・E・E・E
RELEVANT,1.38E+18,Wed Apr 21 06:09:42 +0000 2021,"@collegemenfess aku ada kelas praktek offline, tapi itu pun ga wajib soalnya kan harus ada persetujuan dari ortu juga. Terus kalau yang rumahnya jauh dikumpulin satu grup, tapi aku gatau sih solusi untuk mereka gimana. Nanti ditanya aja lagi kak, cuman jangan dicecer terus"
RELEVANT,1.38E+18,Wed Apr 21 05:59:52 +0000 2021,Debat aja terus kelas online vs kelas offline yang penting menurut saya adalah sidang online tapi wisuda offline hehe.
RELEVANT,1.38E+18,Wed Apr 21 03:31:57 +0000 2021,"@collegemenfess kalo prodi gua sih kayaknya sama aja deh nder, deadlinenya juga sama, cuma bedanya pas offline lebih kerepotan karna kelas kelar sore jam 5an, trs ada waktu transport sekitar1-2jam kalo macet, belum lg istirahat nafas dirumah, jadinya pasti begadang. kalo skrg kan agak santuy tuh"
RELEVANT,1.38E+18,Wed Apr 21 01:57:09 +0000 2021,"kelas online gini telat 30 menit masih bisa di acc di room zoom, gatau kalo offline dah diusir kali:("
